"fid";"name";"härad";"kommun";"län";"alternative_names";"comments";"type_swedish";"border_changes";"floraprovins";"type_english";"origin";"VUnique";"North";"NorthWGS84";"north_maxWGS84";"north_minWGS84";"east_minWGS84";"east_maxWGS84";"East";"eastWGS84";"eastRT90";"northRT90";"east_minCircle";"north_minCircle";"distCentroid";"distMinCircle";"EastMiniCircle";"NorthMinCircle"
"1524";"Hassle";"Vadsbo";"Mariestad";"Västra Götalands län";"Hassled";"";"socken";"";"Västergötland";"parish";"medeltida
Omkring 1500 utbröts Enåsa församling (Wikipedia).";"Hassle--Västergötland";"6514853";"58.76934701091";"58.839086303033";"58.6978012815518";"13.8553350630068";"14.019043555168";"438578";"13.9379401415912";"1391973";"6517849";"437728";"6514769";"7968";"7890";"13.9370206527148";"58.7751343575"
"1525";"Hangelösa";"Kinnefjärding";"Götene";"Västra Götalands län";"";"";"socken";"";"Västergötland";"parish";"medeltida";"Hangelösa--Västergötland";"6480722";"58.4567051145501";"58.4842404150597";"58.4320347256814";"13.3018235086475";"13.4370649211114";"404436";"13.3622453531879";"1357405";"6484113";"404880";"6480272";"5106";"4491";"13.3699847332326";"58.4526496446302"
"1526";"Halna";"Vadsbo";"Töreboda";"Västra Götalands län";"";"";"socken";"";"Västergötland";"parish";"medeltida";"Halna--Västergötland";"6502964";"58.6646854211719";"58.6983780700913";"58.6239248568057";"14.19266983795";"14.2917078350378";"456005";"14.2415858684391";"1409265";"6505745";"455514";"6502642";"4569";"4332";"14.242195175255";"58.6699464845269"
"1527";"Hagelberg";"Kåkind";"Skövde";"Västra Götalands län";"";"";"socken";"";"Västergötland";"parish";"medeltida";"Hagelberg--Västergötland";"6466988";"58.3391925289361";"58.3626943858052";"58.3085711119571";"13.8681148871925";"13.9442262870771";"436332";"13.9125406481024";"1389151";"6469991";"436241";"6466557";"3515";"3121";"13.9064868670618";"58.3365502568553"
"1528";"Habo";"Vartofta";"Habo";"Jönköpings län";"Fiskebäck";"Här räknas Fiskebäcks socken som en del av Habo socken. 
En del av socknen innefattande Apelskift, Älagafall och Drottningstorp ligger i Småland.
";"socken";"1950 - Genom kungligt brev 24/3 1950 flyttades i alla avseenden ett område om 2,85 km^2 från Habo kommun och församling till Mullsjö nybildade kommun och Nykyrka församling (Lagerstedt, 1973)";"Västergötland";"parish";"medeltida.
1780 införlivades Fiskebäcks socken och utbröts Gustav Adolfs socken (Wikipedia). 
1780 överfördes Lilla-Falla från denna kyrkosocken till Bottnaryds kyrkosocken (Wikipedia). ";"Habo--Västergötland";"6418585";"57.9052334239214";"58.0242490815944";"57.8041836724858";"13.8559757030892";"14.2138498249557";"441392";"14.0111105445358";"1393635";"6421506";"443648";"6420530";"16466";"13557";"14.0338954999598";"57.9148784195936"
"1529";"Götlunda";"Vadsbo";"Skövde";"Västra Götalands län";"";"
";"socken";"1936 - Lägenheteran Lunne Storegården 1^13, 1^14. 1^19, 1^21 och Närlunda Skrivaregårde 4^16 flyttades i alla avseenden från Götlunda socken till Vad genom kungligt brev 24/1 1936 (Lagerstedt, 1973)
1945 - Fastigheterna Bjärlunda Storegården 2^5 och Torstorp 1^1 flyttades i alla avseenden från Vads socken till Götlunda socken genom kungligt brev 22/6 1945 (Lagerstedt, 1973)";"Västergötland";"parish";"medeltida";"Götlunda--Västergötland";"6487830";"58.5275049095788";"58.5839247950259";"58.4544401169146";"13.9653317372091";"14.1451104429597";"444750";"14.0512370735215";"1397823";"6490740";"444095";"6486402";"8946";"7992";"14.0490046514745";"58.5254663063744"
"1530";"Göteve";"Vilske";"Falköping";"Västra Götalands län";"Göteved";"";"socken";"";"Västergötland";"parish";"medeltida.
Vid en tidpunkt efter 1546 införlivades Elins socken (Wikipedia)";"Göteve--Västergötland";"6442884";"58.1177078659929";"58.140450129919";"58.0937341730106";"13.3824612173088";"13.4934056261972";"407838";"13.4355981935612";"1360356";"6446216";"407891";"6442730";"3428";"3393";"13.4380910178307";"58.1133286116851"
"1531";"Götene";"Kinne";"Götene";"Västra Götalands län";"Götened";"Härad: Kinne. Här räknas Götene köping som en del av socknen.";"socken";"1952 - Götene köping bildades (Wikipedia). ";"Västergötland";"parish";"medeltida";"Götene--Västergötland";"6488676";"58.5300124868744";"58.5487164946766";"58.5078897592985";"13.4674700911251";"13.5680410776745";"413553";"13.5154233098516";"1366622";"6491961";"413618";"6488379";"3404";"3157";"13.5177299846959";"58.5284586264161"
"1532";"Gösslunda";"Kålland";"Lidköping";"Västra Götalands län";"Jösslunda";"";"socken";"";"Västergötland";"parish";"medeltida";"Gösslunda--Västergötland";"6490504";"58.5409238959331";"58.568311127642";"58.5182566927328";"13.0411791285101";"13.1688818379498";"389253";"13.0974530638928";"1342332";"6494082";"389781";"6490724";"4379";"3975";"13.1050304832299";"58.5410818218467"
"1533";"Gökhem";"Vilske";"Falköping";"Västra Götalands län";"";"";"socken";"1932 - Gränsen mellan Vilske-Kleva och Gökhems socknar reglerades genom kungligt brev 15/7 1932, varvid ett moråde om 0,33 km^2 flyttades från Vilske kleva till Gökhem (Lagerstedt, 1973)";"Västergötland";"parish";"medeltida";"Gökhem--Västergötland";"6448958";"58.1720464093825";"58.2077985081772";"58.1367939163265";"13.3596015514278";"13.4710626355231";"406853";"13.4164512996113";"1359443";"6452305";"406966";"6449078";"4495";"4440";"13.4153320934754";"58.1732810466254"
"1534";"Gustav Adolf";"Vartofta";"Habo";"Jönköpings län";"Gustaf Adolf";"Socknen bildades 1780 genom en utbrytning ur Habo socken (Wikipedia).";"socken";"";"Västergötland";"parish";"Socknen bildades 1780 genom en utbrytning ur Habo socken (Wikipedia).";"Gustav Adolf--Västergötland";"6426211";"57.9743394643127";"58.0277133053446";"57.9119627615827";"13.899813740908";"14.2371844203243";"446627";"14.0976912296217";"1398962";"6429072";"444879";"6425773";"13589";"11864";"14.0684990806162";"57.9700937952443"
"1535";"Gudhem";"Gudhem";"Falköping";"Västra Götalands län";"";"";"socken";"";"Västergötland";"parish";"medeltida";"Gudhem--Västergötland";"6455909";"58.2362117740828";"58.2700329392305";"58.1872493019973";"13.4879877244243";"13.6070034500749";"415564";"13.5619804594693";"1368241";"6459155";"413887";"6454987";"6560";"4786";"13.5460254840371";"58.2145357344171"
"1537";"Norra Kedum";"Kålland";"Lidköping";"Västra Götalands län";"Kedum, Kjedum, Norra Kjedum";"Kedum i Kålland fick namnet Norra Kedum genom kungligt brev 17/4 1885 (Lagerstedt, 1973)";"socken";"1952 - Kedums landskommun uppgick i Örslösa landskommun (Wikipedia)
1969 - Örslösa landskommun uppgick i Lidköpings stad (Wikipedia)";"Västergötland";"parish";"medeltida";"Norra Kedum--Västergötland";"6485582";"58.4935296555022";"58.5269326184618";"58.4630215255004";"12.856460208225";"12.946603620565";"377219";"12.8935317043825";"1330234";"6489303";"376697";"6485684";"4169";"3845";"12.9015087274514";"58.5095421587324"
"1538";"Norra Härene";"Kinnefjärding";"Lidköping";"Västra Götalands län";"Härene, Härene med Skofteby, Skofteby";"Härene i Kinne fick namnet Norra Härene genom kungligt brev 17/4 1885 (Lagerstedt, 1973)";"socken";"1866 - Skofteby jordebokssocken införlivades (Wikipedia)
1887 - Rotegårdstomt 1/4 som i kyrkligt avseende hörde till Härene i Kinne, fyttades dit från Hovby även i kommunlat och i jordeboken genom kungligt brev 27/6 1887 (Lagerstedt, 1973)
1952 - Härene landskommun uppgick i Vinninga landskommun (Wikipedia)
1969 -  Vinninga landskommun uppgick i Lidköpings stad (Wikipedia)";"Västergötland";"parish";"medeltida
1776 införlivades Skofteby kyrkosocken medan dess jordebokssocken införlivades först kring omkring 1866 (Wikipedia).";"Norra Härene--Västergötland";"6477678";"58.4265330434329";"58.4635556770762";"58.3931105393057";"13.0798951819663";"13.2136948586954";"392214";"13.1543456899609";"1345141";"6481214";"392025";"6477882";"4757";"4479";"13.1467950203309";"58.4214815224199"
"1539";"Norra Fågelås";"Kåkind";"Hjo";"Västra Götalands län";"Fågelås, Fogelås, Norra Fogelås, N. Fågleås, N. Fogelås";"";"socken";"1889 - Bildades en egen jordebokssocken skild från Fågelås socken (Wikipedia)
1952 - Norra Fågelås landskommun uppgick i Fågelås landskommun (Wikipedia)";"Västergötland";"parish";"";"Norra Fågelås--Västergötland";"6456820";"58.2502510835307";"58.2917222820186";"58.1962490640219";"14.1364451511168";"14.3557035446295";"455653";"14.2444815137784";"1408358";"6459587";"455739";"6456699";"7951";"7950";"14.2460743478732";"58.2491209355029"
"1540";"Naum";"Barne";"Vara";"Västra Götalands län";"";"";"socken";"1952 - Naums landskommun uppgick i Ryda landskommun (Wikipedia)
1967 - Ryda landskommun uppgick i Vara köping (Wikipedia)";"Västergötland";"parish";"medeltida";"Naum--Västergötland";"6455673";"58.2252804613685";"58.2615068438366";"58.1925677137296";"12.8487785450658";"12.9767679807608";"377952";"12.9219469906071";"1330608";"6459370";"377194";"6456015";"4673";"4139";"12.9127718820732";"58.2172653863004"
"1541";"Valinge";"Himle";"Varberg";"Hallands län";"Hvalinge";"";"socken";"1952 - Valinge landskommun uppgick i Lindberga landskommun (Wikipedia)";"Halland";"parish";"medeltida";"Valinge--Halland";"6339769";"57.1737084974606";"57.2137662629864";"57.1440662439141";"12.3182551891503";"12.4329828245586";"341533";"12.3787958563161";"1292790";"6343838";"341208";"6340067";"4553";"4214";"12.3752232871487";"57.1627119105411"
"1542";"Mölltorp";"Vadsbo";"Karlsborg";"Västra Götalands län";"";"Karlsborgs garnisonsförsamling räknas här som sitt egen distrikt.";"socken";"1831 - Karlsborgs garnisonsförsamling utbröts ur församlingen (Wikipedia).
1933 - Genom kungligt brev 10/3 1933 flyttaes vissa områden om 0,85 km^2 från Karlsborgs socken till Mölltorp (Lagerstedt, 1973)";"Västergötland";"parish";"medeltida";"Mölltorp--Västergötland";"6486646";"58.5190888080794";"58.5857673946353";"58.4564025240403";"14.3373725588905";"14.5328827285664";"466546";"14.4256533100647";"1419614";"6489294";"465757";"6486444";"8115";"7850";"14.4374450697644";"58.5450134758925"
"1543";"Ullared";"Faurås";"Falkenberg";"Hallands län";"";"";"socken";"";"Halland";"parish";"medeltida";"Ullared--Halland";"6337300";"57.1581917600608";"57.1960811783296";"57.1093812104693";"12.6361310777496";"12.8138682615516";"362117";"12.7203048252649";"1313355";"6341124";"362451";"6337520";"6456";"6059";"12.7249996696506";"57.1726010684188"
"1544";"Mularp";"Vartofta";"Falköping";"Västra Götalands län";"";"";"socken";"1952 - Mularps landskommun uppgick i Vartofta landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Mularp--Västergötland";"6447249";"58.160051221646";"58.1831812562832";"58.1381324239718";"13.6788814147709";"13.7569108596245";"424419";"13.7155470278386";"1376996";"6450385";"424320";"6447279";"2662";"2601";"13.7179550525255";"58.1558283073707"
"1545";"Tönnersjö";"Tönnersjö";"Halmstad";"Hallands län";"";"";"socken";"1952 - Tönnersjö landskommun uppgick i Eldsberga landskommun (Wikipedia)
1959 - Ett område omfattande 41,30 km², varav 40,31 land överfördes till Breareds socken (Wikipedia) [Esmared]";"Halland";"parish";"medeltida";"Tönnersjö--Halland";"6282287";"56.6709922123118";"56.7352840527193";"56.595655911883";"12.9885276702633";"13.32512491547";"386869";"13.1539374159817";"1337471";"6285790";"386836";"6282678";"11847";"11678";"13.1573002038611";"56.6656777396831"
"1546";"Mofalla";"Kåkind";"Hjo";"Västra Götalands län";"";"";"socken";"1952 -  Mofalla landskommun uppgick i Värsås landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Mofalla--Västergötland";"6467262";"58.3436550396614";"58.3736355114525";"58.3110481480141";"14.1140305110782";"14.2619362048078";"452171";"14.1829892643679";"1405000";"6470074";"452521";"6468059";"5438";"4743";"14.1875625976518";"58.353249739329"
"1547";"Tölö";"Fjäre";"Kungsbacka";"Hallands län";"";"";"socken";"1969 - socknen uppgick i Kungsbacka stad (Wikipedia).";"Halland";"parish";"medeltida";"Tölö--Halland";"6379156";"57.5220082743052";"57.5604119516834";"57.4798957206647";"12.0125696872276";"12.2980932107153";"327503";"12.1195025374832";"1279219";"6383414";"329655";"6379281";"11267";"9175";"12.155402370915";"57.5238732656796"
"1548";"Mo";"Vadsbo";"Töreboda";"Västra Götalands län";"Moholm";"";"socken";"1952 -  Mo landskommun uppgick i Moholms landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Mo--Västergötland";"6495980";"58.6007902285614";"58.6213156603966";"58.5705528974165";"14.0257462899179";"14.1093543049953";"445614";"14.0641613546209";"1398785";"6498883";"445453";"6495430";"3445";"2873";"14.0675502974566";"58.6044789938772"
"1549";"Södra Hestra";"Västbo";"Gislaved";"Jönköpings län";"Hestra";"Hestra i Västbo fick namnet Södra Hestra genom kungligt brev 17/4 1885 (Lagerstedt, 1973)";"socken";"1952 -  Södra Hestra landskommun uppgick i Burseryds landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Södra Hestra--Småland";"6331623";"57.1154390328146";"57.1748492490401";"57.0251459042539";"13.1132835405111";"13.3590451349515";"392896";"13.2313671206835";"1344084";"6335080";"392406";"6329627";"12069";"10182";"13.2361643377313";"57.0803988260215"
"1551";"Svenarum";"Västra";"Vaggeryd";"Jönköpings län";"Svennarum, Swenarum";"";"socken";"1952 -  Svenarums landskommun uppgick i Vrigstads landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Svenarum--Småland";"6369345";"57.464926289318";"57.5634931738205";"57.3585159578348";"14.2053698724964";"14.4531201094651";"458700";"14.3115302962707";"1410364";"6372039";"456123";"6368952";"12161";"11423";"14.3259426554807";"57.4684122742642"
"1552";"Tvååker";"Himle";"Varberg";"Hallands län";"";"";"socken";"";"Halland";"parish";"medeltida";"Tvååker--Halland";"6323882";"57.0308116738704";"57.0794928055448";"56.9902831339578";"12.2761040858724";"12.4588554304405";"340605";"12.3735725357399";"1291673";"6327953";"340365";"6325238";"7603";"6526";"12.3664326516063";"57.0396746432962"
"1553";"Svarttorp";"Tveta";"Jönköping";"Jönköpings län";"Svartorp";"";"socken";"1952 -  Svarttorps landskommun uppgick i Lekeryds landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Svarttorp--Småland";"6410066";"57.831333928711";"57.89104725975";"57.7861439475048";"14.3522344386512";"14.5145411072357";"467049";"14.4451484194471";"1419201";"6412678";"467538";"6410801";"6992";"6144";"14.4342394339013";"57.8240584967958"
"1554";"Mellby";"Kålland";"Lidköping";"Västra Götalands län";"";"";"socken";"1952 - Mellby landskommun uppgick i Kållands-Råda landskommun (Wikipedia)
1969 - Kållands-Råda landskommun uppgick i Lidköpings stad (Wikipedia)";"Västergötland";"parish";"medeltida";"Mellby--Västergötland";"6480965";"58.4539704031464";"58.4888474601746";"58.4199372889528";"12.9750503164781";"13.0840221142179";"384101";"13.0138608600175";"1337064";"6484601";"384618";"6480969";"4571";"4106";"13.0290427548853";"58.4586035356965"
"1555";"Trönninge";"Tönnersjö";"Halmstad";"Hallands län";"";"";"socken";"1952 - Trönninge landskommun uppgick i Eldsberga landskommun (Wikipedia)";"Halland";"parish";"medeltida";"Trönninge--Halland";"6276408";"56.614696453026";"56.636564340769";"56.5899867569376";"12.8979886314947";"12.9704949014405";"373150";"12.9329893270882";"1323675";"6280069";"372771";"6276421";"2951";"2754";"12.9342417664676";"56.6190077957076"
"1556";"Stockaryd";"Västra";"Sävsjö";"Jönköpings län";"";"";"socken";"1952 - Stockaryds landskommun uppgick i Hjälmseryds landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Stockaryd--Småland";"6350302";"57.2950796338926";"57.3586997445795";"57.2181602894252";"14.5286754158572";"14.6470831040074";"475741";"14.5974415926735";"1427186";"6352786";"474699";"6349535";"8598";"8003";"14.5892597539098";"57.291082372929"
"1557";"Medelplana";"Kinne";"Götene";"Västra Götalands län";"Mellplana";"
";"socken";"1884 - Bestorp 1 hörde enligt jordeboken till Västerplana, flytades i kommunalt avseende och i jordeboken till Medelplana genom kungligt brev 8/2 1884 (Lagerstedt, 1973)
1952 - Medelplana landskommun uppgick i Kinnekulle landskommun (Wikipedia) 
1967 - Kinnekulle landskommun uppgick i Götene köping (Wikipedia)";"Västergötland";"parish";"medeltida";"Medelplana--Västergötland";"6496645";"58.5998597232915";"58.6431999955036";"58.5637261274305";"13.3162547513756";"13.4141488482897";"405361";"13.3714968384011";"1358522";"6500032";"405093";"6497164";"5035";"4642";"13.3650944952722";"58.6013349130869"
"1558";"Träslöv";"Himle";"Varberg";"Hallands län";"Träslöf";"";"socken";"1953 - Ett område med 866 invånare införlivades med Varbergs stad (Wikipedia).
1967 - Landskommunen uppgick i Varbergs stad (Wikipedia)";"Halland";"parish";"medeltida";"Träslöv--Halland";"6330754";"57.0910831589577";"57.1514892605082";"57.0322549260476";"12.2396920614837";"12.3687642498258";"336559";"12.302549510135";"1287706";"6334876";"336886";"6330831";"6864";"6683";"12.3042281556547";"57.0979336110866"
"1559";"Stengårdshult";"Mo";"Gislaved";"Jönköpings län";"";"";"socken";"1952 - Stengårdshults landskommun uppgick i Södra Mo landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Stengårdshult--Småland";"6377846";"57.5377318057711";"57.6141548935741";"57.4645589468499";"13.7172424139049";"13.9106246676892";"430054";"13.8316229842904";"1381807";"6380884";"431334";"6377965";"8974";"8649";"13.8131276059447";"57.523911219678"
