"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"17634";"Södra Sandsjö";"Sandsjö";"Södra Sandsjö socken bildades i början av 1590-talet genom en utbrytning ur Linneryds socken (Wikipedia). Härad: Konga";"Småland";"parish";"socken";"56,49791";"15,12676";"8721";"15,22282";"15,01205";"56,56369";"56,42758"
"17635";"Södra Solberga";"Solberga, Solbärga";"Härad: Västra";"Småland";"parish";"socken";"57,22538";"15,07923";"6938";"15,15656";"15,00096";"57,28019";"57,17461"
"17636";"Södra Unnaryd";"Unnaryd";"Härad: Västbo";"Småland";"parish";"socken";"56,94945";"13,53465";"11149";"13,69357";"13,3733";"57,03201";"56,87029"
"17637";"Södra Vi";"Södra Wij, Södra Wi";"Byn Snesnebo överfördes någon gång före 1818 till Vimmerby socken. Byn Flaka överfördes 1883 till denna socken från Djursdala socken (Wikipedia). Härad: Sevede";"Småland";"parish";"socken";"57,76495";"15,71688";"12298";"15,86174";"15,54232";"57,8599";"57,65455"
"17638";"Söraby";"Rottne";"Rottne socken bytte namn till Söraby 1825 (Wikipedia)";"Småland";"parish";"socken";"57,03113";"14,89074";"9374";"15,04094";"14,81681";"57,08435";"56,97746"
"17639";"Tannåker";\N;"Härad: Västbo";"Småland";"parish";"socken";"56,96663";"13,79685";"5430";"13,84533";"13,75841";"57,01425";"56,92319"
"17640";"Tegnaby";\N;"Härad: Konga";"Småland";"parish";"socken";"56,80877";"14,92315";"6368";"15,02389";"14,85789";"56,84749";"56,78267"
"17641";"Tingsås";\N;"Tingsås socken bildades 1636 genom en utbrytning ur Väckelsångs socken (Wikipedia)";"Småland";"parish";"socken";"56,47462";"14,95472";"15420";"15,06314";"14,81318";"56,59995";"56,35888"
"17642";"Tjureda";\N;"Härad: Norrvidinge";"Småland";"parish";"socken";"57,0207";"14,78725";"7284";"14,84311";"14,71788";"57,08278";"56,96357"
"17643";"Tofteryd";\N;"Före 1876 hörde 3 3/4 mantal Hendriksbo, Hult, Skog, Snuddebo och Torp till Svenarums jordebokssocken i Västra härad (Wikipedia). Härad: Östbo";"Småland";"parish";"socken";"57,42721";"14,15022";"8920";"14,26318";"14,02967";"57,48766";"57,35404"
"17644";"Tolg";\N;"Härad: Norrvidinge";"Småland";"parish";"socken";"57,10228";"14,82865";"7583";"14,92846";"14,70384";"57,15154";"57,05504"
"17645";"Torpa";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,69166";"13,55058";"13162";"13,67041";"13,3973";"56,76816";"56,60868"
"17646";"Torskinge";"Thorskinge";"Härad: Västbo";"Småland";"parish";"socken";"57,08798";"13,7879";"7138";"13,89172";"13,69885";"57,14199";"57,02422"
"17647";"Torsås";"Thorsås";"Härad: Södra Möre";"Småland";"parish";"socken";"56,40107";"15,91573";"13499";"16,04949";"15,74925";"56,51948";"56,2992"
"25121";"Torup";"Thorup";"Större delen av socknen ligger i Halland.";"Småland";"parish";"socken";"56,92027";"13,10368";"12586";"13,2805";"12,93353";"57,0112";"56,82605"
"17648";"Tranås";"Säby";"Tranås köping bildades 1882 genom en utbrytning ur Säby landskommun ombildades 1919 till Tranås stad (Wikipedia). Här räknas Säby socken som en del av Tranås stad.";"Småland";"town/borough";"stad";"58,03458";"14,94375";"13213";"15,08128";"14,77885";"58,15183";"57,92749"
"17649";"Traryd";"Traheryd";"Härad: Sunnerbo";"Småland";"parish";"socken";"56,54823";"13,73499";"7984";"13,82611";"13,64027";"56,61838";"56,49061"
"25124";"Trehörna";\N;"större delen av socknen ligger i Östergötland.";"Småland";"parish";"socken";"58,14225";"14,83075";"9565";"14,93279";"14,74881";"58,22773";"58,0827"
"17650";"Tryserum";\N;"Härad: Norra Tjust";"Småland";"parish";"socken";"58,1204";"16,62047";"21181";"16,9252";"16,3953";"58,21605";"58,00426"
"17651";"Tuna";\N;"En del av Tuna socken, den så kallade ""Tuna skate"" omfattande 7 mantal: byarna Bröttle, Fjälster, Hällerum, Källeberg, Malmgrava, Näs, Odensvalehult och Östrahult, tillhörde judiciellt och administrativt till Sevede härad. Den sammanslogs i alla avseenden med den övriga socknen 1884 (Wikipedia). Härad: Tunalän";"Småland";"parish";"socken";"57,5613";"16,15212";"11138";"16,3159";"15,99518";"57,63123";"57,48038"
"17652";"Tutaryd";\N;"Härad: Tutaryd";"Småland";"parish";"socken";"56,84181";"14,05766";"5638";"14,10743";"13,99296";"56,88717";"56,79552"
"17653";"Tveta";\N;"Härad: Aspeland";"Småland";"parish";"socken";"57,28948";"15,7457";"10901";"15,84708";"15,58992";"57,36893";"57,22657"
"17654";"Tånnö";\N;"Härad: Östbo";"Småland";"parish";"socken";"57,08169";"14,06573";"5618";"14,11975";"14,00415";"57,12427";"57,03488"
"17655";"Tävelsås";"Tofta, Tävelsås med Tofta, Täfvelsås";"Socknen införlivade 1785 Tofta socken och fick sedan fram till 1835 namnet Tävelsås med Tofta socken (Wikipedia). Härad: Kinnevald. Här räknas Tofta som en del a Tävelsås socken.";"Småland";"parish";"socken";"56,76394";"14,81095";"7183";"14,86862";"14,74057";"56,82739";"56,71628"
"17656";"Törnsfall";"Törnesfalla";"Härad: Södra Tjust";"Småland";"parish";"socken";"57,7969";"16,46957";"9772";"16,60336";"16,34727";"57,85792";"57,73739"
"17657";"Ukna";"Uckna";"Härad: Norra Tjust";"Småland";"parish";"socken";"58,08759";"16,33645";"13843";"16,57037";"16,1627";"58,14245";"58,02931"
"17658";"Urshult";\N;"Härad: Kinnevald";"Småland";"parish";"socken";"56,52945";"14,81226";"18722";"14,92964";"14,63631";"56,64931";"56,363"
"17659";"Uråsa";\N;"Härad: Konga";"Småland";"parish";"socken";"56,69747";"14,90082";"4738";"14,97344";"14,8516";"56,7291";"56,66727"
"17660";"Valdshult";\N;"Härad: Mo";"Småland";"parish";"socken";"57,49557";"13,7665";"4607";"13,82866";"13,69925";"57,52958";"57,45852"
"17661";"Vederslöv";"Wederslöf, Vederslöf";"Härad: Kinnevald";"Småland";"parish";"socken";"56,78395";"14,69931";"5531";"14,76396";"14,63686";"56,83045";"56,73453"
"17662";"Vena";"Hvena, Hultsfred";"Dal, Faggemåla, Hällefors, Järnemåla och Lidhult, överfördes 1718/18 till Lönneberga socken, medan de övriga byarna i Vena skate 4 3/8 mantal förenades med den övriga socknen 1885 (Wikipedia). Hultsfreds köping bildades 1927 genom en utbrytning ur Vena landskommun (Wikipedia). Härad: Sevede. Här räknas Hultsfreds köping som en del av Vena socken.";"Småland";"parish";"socken";"57,49534";"15,99149";"16067";"16,209";"15,73778";"57,62084";"57,40278"
"17663";"Vetlanda";\N;"Vetlanda köping/stad räknas här som en del av Vetlanda socken. Härad: Östra";"Småland";"parish";"socken";"57,45646";"15,08149";"12237";"15,19838";"14,98106";"57,54381";"57,36123"
"17664";"Villstad";"Willstad, Vilstad";"Härad: Västbo";"Småland";"parish";"socken";"57,1997";"13,41774";"11059";"13,53619";"13,27876";"57,28889";"57,10503"
"17665";"Vimmerby";"Wimmerby";"Vimmerby stad och Vimmerby stadsförsamling bröts ut före 1350 (Wikipedia). Byn Snesnebo, överfördes till Vimmerby från Södra Vi socken någon gång före 1818 (Wikipedia). Härad: Sevede. Vimmerby stad räknas här som en del av socknen.";"Småland";"parish";"socken";"57,62262";"15,86233";"12111";"16,01595";"15,70929";"57,73138";"57,52962"
"17666";"Vireda";"Wireda";"Härad: Norra Vedbo";"Småland";"parish";"socken";"57,93791";"14,60699";"7138";"14,68725";"14,51147";"58,00147";"57,88971"
"17667";"Virestad";"Wirestad";"Härad: Allbo";"Småland";"parish";"socken";"56,59572";"14,32419";"18473";"14,45848";"14,12563";"56,76096";"56,47774"
"17668";"Virserum";"Wirserum";"Före 1840 hörde Sjökumla till Åseda jordebokssocken i Uppvidinge härad men till Virserums kyrksocken. 1885 överfördes Ånhults skate (hemmanen Dala, Holmskog, Korparyd, Smuge, Torp, Ånhult och Ånhultaberg) från Stenberga jordebokssocken i Östra härad i Jönköpings län till denna socken, härad och län (Wikipedia). Härad: Aspeland";"Småland";"parish";"socken";"57,29221";"15,58245";"11667";"15,73137";"15,45751";"57,36789";"57,19158"
"17669";"Visingsö";"Ströja, Wisingsö";"Härad: Vista";"Småland";"parish";"socken";"58,04929";"14,3404";"7469";"14,41658";"14,2729";"58,1093";"57,99643"
"17670";"Vislanda";"Wislanda";"Härad: Allbo";"Småland";"parish";"socken";"56,78735";"14,38353";"9017";"14,52351";"14,27841";"56,85579";"56,72193"
"17671";"Vissefjärda";"Wissefjärda, Wissefjerda, Emmaboda";"Emmaboda köping bildades 1930 genom en utbrytning ur Vissefjärda landskommun (Wikipedia). Härad: Södra Möre. Här räknas Emmaboda köping som en del av Vissefjärda socken.";"Småland";"parish";"socken";"56,55904";"15,61202";"13538";"15,77656";"15,43313";"56,6647";"56,44155"
"17672";"Vittaryd";"Hvittaryd";"Härad: Sunnerbo";"Småland";"parish";"socken";"56,98697";"13,91216";"7910";"13,99357";"13,80875";"57,04149";"56,93788"
"17673";"Voxtorp [Kalmar kommun]";"Voxtorp, Våxtorp, Woxtorp";"Härad: Södra Möre";"Småland";"parish";"socken";"56,52013";"16,18396";"7036";\N;\N;\N;\N
"17674";"Voxtorp [Värnamo kommun]";"Voxtorp, Våxtorp, Woxtorp";"Härad: Östbo";"Småland";"parish";"socken";"57,10252";"14,16389";"9991";\N;\N;\N;\N
"17675";"Vrigstad";"Wrigstad";"Härad: Västra";"Småland";"parish";"socken";"57,37281";"14,44101";"10748";"14,55545";"14,36406";"57,4658";"57,28859"
"17676";"Vrå";"Wrå";"Härad: Sunnerbo";"Småland";"parish";"socken";"56,71512";"13,41238";"11105";"13,52348";"13,30779";"56,79071";"56,61577"
"17677";"Våthult";"Wåthult";"Härad: Västbo";"Småland";"parish";"socken";"57,30593";"13,44677";"6103";"13,52121";"13,34839";"57,34754";"57,26948"
"17678";"Väckelsång";"Wäckelsång, Weckelsång";"Härad: Konga";"Småland";"parish";"socken";"56,61851";"14,94407";"8992";"15,06135";"14,81571";"56,68959";"56,53788"
"17679";"Värnamo";"Vernamo, Wernamo";"Värnamo blev en friköping 1859 blev en stad 1920. Härad: Östbo. Här räknas Värnamo köping/stad som en del av Värnamo socken.";"Småland";"parish";"socken";"57,20547";"14,06209";"13475";"14,27338";"13,91174";"57,32553";"57,09598"
"17680";"Västervik";"Westervik, Vestervik";\N;"Småland";"town/borough";"stad";"57,75574";"16,63372";"8332";"16,74533";"16,55109";"57,80832";"57,70595"
"17681";"Västra Ed";"Ed";"Härad: Norra Tjust";"Småland";"parish";"socken";"58,01405";"16,51498";"13490";"16,69529";"16,31846";"58,08927";"57,93903"
"17682";"Västra Torsås";"Torsås, Thorsås, Wästra Thorsås, Västra Thorsås";"Härad: Allbo";"Småland";"parish";"socken";"56,63061";"14,53745";"12116";"14,66239";"14,40137";"56,71985";"56,53406"
"17683";"Västrum";"Västerrum, Westerrum, Westerum, Westrum, Vestrum, Vesterum, Västerum";"Härad: Södra Tjust";"Småland";"parish";"socken";"57,66033";"16,62826";"13596";"16,89279";"16,45372";"57,72865";"57,56801"
"17684";"Växjö";"Wexiö, Wexjö, Vexiö";"Härad: Konga. Här räknas Växsjö stad som en del av Växsjö socken.";"Småland";"parish";"socken";"56,88377";"14,81922";"11391";"14,89789";"14,75012";"56,98475";"56,81249"
"25126";"Yxnerum";\N;"Norra delarna av socknen ligger i Östergötland";"Småland";"parish";"socken";"58,26669";"16,21771";"7221";"16,3147";"16,10688";"58,3181";"58,21387"
"17685";"Åby";\N;"Härad: Norra Möre";"Småland";"parish";"socken";"56,7989";"16,24122";"12511";"16,42686";"16,09634";"56,87114";"56,7269"
"17686";"Åker";\N;"Härad: Östbo";"Småland";"parish";"socken";"57,40525";"13,99708";"12370";"14,11229";"13,88519";"57,49586";"57,29707"
"17687";"Ålem";"Ålhem";"Härad: Stranda";"Småland";"parish";"socken";"56,95088";"16,40843";"14385";"16,64364";"16,17902";"57,03855";"56,87668"
"17688";"Ås";"Åhs";"Härad: Västbo";"Småland";"parish";"socken";"57,06419";"13,67213";"11658";"13,76511";"13,58551";"57,16698";"56,9721"
"17689";"Åseda";"Åsheda";"Härad: Uppvidinge";"Småland";"parish";"socken";"57,15643";"15,41085";"13994";"15,60076";"15,20076";"57,22964";"57,06051"
"17690";"Åsenhöga";\N;"Härad: Mo";"Småland";"parish";"socken";"57,41895";"13,80251";"8248";"13,91528";"13,68841";"57,48283";"57,3472"
"17691";"Älghult";"Elghult";"Härad: Uppvidinge";"Småland";"parish";"socken";"57,00435";"15,63445";"14878";"15,83619";"15,41516";"57,13642";"56,90277"
"17692";"Älmeboda";"Elmeboda";"Härad: Konga";"Småland";"parish";"socken";"56,54674";"15,28327";"11412";"15,3917";"15,18648";"56,64896";"56,4555"
"17693";"Ödestugu";"Ödestuga, Ödesstugu, Ödestugan";"Före 1888 hörde Spexeryd till Rogberga jordebokssocken och Hiegöl, Högahyltan, Hestra, Hesslebo och Hesslebo-Halla till Öggestorps jordebokssocken i Tveta härad (Wikipedia). Härad: Västra";"Småland";"parish";"socken";"57,60557";"14,2913";"8406";"14,39428";"14,19706";"57,66935";"57,53917"
"17694";"Öggestorp";\N;"Härad: Tveta";"Småland";"parish";"socken";"57,70179";"14,38305";"7176";"14,45146";"14,31937";"57,75251";"57,64676"
"17695";"Öja";"Öija";"Härad: Kinnevald";"Småland";"parish";"socken";"56,84675";"14,62266";"7727";"14,68359";"14,55634";"56,91498";"56,80296"
"17696";"Öjaby";\N;"Härad: kinnevald";"Småland";"parish";"socken";"56,93646";"14,73003";"5929";"14,79159";"14,65256";"56,97218";"56,88323"
"17697";"Ökna";\N;"Härad: Östra";"Småland";"parish";"socken";"57,44088";"15,43289";"10287";"15,52915";"15,29682";"57,49989";"57,37384"
"17698";"Ölmstad";"Ölmestad";"Härad: Vista";"Småland";"parish";"socken";"57,94372";"14,40442";"6363";"14,51147";"14,31114";"57,98402";"57,91374"
"17699";"Ör";"Öhr";"Härad: Allbo";"Småland";"parish";"socken";"57,00372";"14,6661";"7280";"14,725";"14,62292";"57,06604";"56,95189"
"17700";"Öreryd";"Örreryd";"Härad: Mo";"Småland";"parish";"socken";"57,49657";"13,66454";"7823";"13,74007";"13,58586";"57,5606";"57,43178"
"17701";"Örsjö";\N;"Örsjö socken bildades genom en utbrytning ur Madesjö socken, där Örsjö församling bildades 1 maj 1894 och Örsjö landskommun 1897. Då överfördes från Madesjö socken byarna Björstorp, Buttetorp, Bällsjö, Eskilsryd, Högahult, Knappsmåla, Kolfly, Kopparfly, Korpahult, Kroksjö, Nässjömåla, Olofsbo, Orrabäck, Ramsjö, Siggegärde, Skräddaregärde, Skäragärde, Västra Sävjös, Toresbo, Virrmo, Ällebäck, Ärngisslahyltan och Örsjö (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,68447";"15,72631";"7040";"15,81583";"15,63542";"56,74652";"56,62996"
"17702";"Östra Ed";"Eds kapell";"Härad: Norra Tjust";"Småland";"parish";"socken";"58,04067";"16,69764";"8141";"16,82081";"16,5835";"58,09336";"57,98499"
"17703";"Östra Torsås";"Torsås, Thorsås, Östra Thorsås";"Härad: Konga";"Småland";"parish";"socken";"56,75426";"14,94304";"7766";"15,05696";"14,84995";"56,79625";"56,69614"
"17704";"Överum";"Öfverum";"Överums socken, en jordebokssocken[3], bildades 1931 genom en utbrytning ur: Lofta socken av hemmanen Överum, Rivenäs och Olserum samt lägenheten Järnvägstomtem 2, Västra Eds socken av Skärserum, Ukna socken av Överström nr 1-2, Hyllela nr 1-4 samt lägenheten Ukna järnvägstomt 6 och Obbentorp 1, Dalhems socken av hemmanen Knuvebo, Flugenäs, Sedingsjö, Möckelhult, Vallemåla, Idåkra nr 1-2, Ulvsdal, Pjäkebo nr 1-2 samt lägenheterna Krogsmåla, Sedingsjö nr 2, Soltorpet, Svenstorp och Tranemo, Gamleby socken av hemmanet Djupedal och lägenheten Boda nr 1-2. (Wikipedia). Härad: Norra Tjust";"Småland";"parish";"socken";"58,01038";"16,28196";"9986";"16,37926";"16,13835";"58,06689";"57,94317"
"24716";"";\N;\N;"Södermanland";"";"";\N;\N;\N;"14,7782372165024";"12,5320929358545";"59,2549594519558";"57,7914078771637"
"17705";"Aspö";"Arnö, Bond-Arnö";"1943 överfördes i kommunalt hänseende, kyrkligt hänseende samt i avseende på fastighetsredovisningen till Aspö socken från upplösta Arnö socken i Uppland och Uppsala län Oknön samt några närliggande skär och holmar, bestående av jordregisterenheterna Frösta nr 1 och 2, Ingeby nr 1-4, Marby, Mossnäshagen, Söderby, Veckol och Väppeby (Wikipedia). Härad: Selebo";"Södermanland";"parish";"socken";"59,46207";"17,03815";"10879";"17,15904";"16,93518";"59,53071";"59,36467"
"17706";"Barva";"Barfva";"Härad: Österrekarne";"Södermanland";"parish";"socken";"59,33115";"16,79171";"7761";"16,84723";"16,73315";"59,38581";"59,26515"
"17707";"Bergshammar";\N;"Härad: Jönåker";"Södermanland";"parish";"socken";"58,71896";"16,92016";"6009";"16,97154";"16,87518";"58,77027";"58,67107"
"17708";"Bettna";\N;"Härad: Oppunda";"Södermanland";"parish";"socken";"58,91284";"16,59024";"9968";"16,73616";"16,41757";"58,94671";"58,87315"
"17709";"Björkvik";\N;"Härad: Jönåker";"Södermanland";"parish";"socken";"58,84029";"16,44132";"10780";"16,62572";"16,26361";"58,91816";"58,76909"
"17710";"Björnlunda";\N;"Härad: Daga";"Södermanland";"parish";"socken";"59,04377";"17,12401";"15400";"17,22217";"16,99459";"59,17927";"58,96913"
"17711";"Blacksta";\N;"Härad: Oppunda";"Södermanland";"parish";"socken";"58,95674";"16,65036";"4537";"16,70919";"16,57158";"58,98547";"58,93014"
"17712";"Bogsta";\N;"Härad: Rönö";"Södermanland";"parish";"socken";"58,88054";"17,17481";"5835";"17,22081";"17,12853";"58,92988";"58,83238"
"17713";"Botkyrka";\N;"Härad: Svartlösa";"Södermanland";"parish";"socken";"59,20925";"17,86137";"9796";"17,98437";"17,73114";"59,2692";"59,14262"
"17714";"Bälinge";\N;"Härad: Rönö";"Södermanland";"parish";"socken";"58,79105";"17,37359";"15637";"17,61518";"17,2575";"58,87633";"58,663"
"17715";"Bärbo";\N;"Härad: Jönåker";"Södermanland";"parish";"socken";"58,82954";"16,86392";"5222";"16,94117";"16,80123";"58,86458";"58,79436"
"17716";"Dalarö";\N;"Dalarö socken bildades omkring 1650 genom en utbrytning ur Tyresö socken (Wikipedia). Härad: Sotholm";"Södermanland";"parish";"socken";"59,15466";"18,4035";"8128";"18,58648";"18,33315";"59,21971";"59,10996"
"17717";"Dunker";\N;"Härad: Villåttinge";"Södermanland";"parish";"socken";"59,18169";"16,78966";"9560";"16,93728";"16,62282";"59,23882";"59,11183"
"17718";"Eskilstuna";"Fors, Karl Gustav, Carl Gustaf, Kloster";"Fors socken uppgick 1907 i Eskilstuna stad (Wikipedia). Klosters socken uppgick 1907 i Eskilstuna stad (Wikipedia). Här räknas Fors socken och Klosters socken som en del av Eskilstuna stad.";"Södermanland";"town/borough";"stad";"59,36588";"16,50273";"8730";"16,6377";"16,35037";"59,41776";"59,31992"
"17719";"Flen";\N;"Flens socken ombildades 1949 till Flens stad (Wikipedia). Härad: Villåttinge. Här räknas Flens stad som en del av socknen.";"Södermanland";"parish";"socken";"59,05153";"16,59387";"6052";"16,69244";"16,51052";"59,08724";"59,00407"
"17720";"Floda";\N;"Härad: Oppunda";"Södermanland";"parish";"socken";"59,09739";"16,30278";"14271";"16,4886";"16,09652";"59,19746";"59,00902"
"17721";"Fogdö";\N;"Ön Hallingen överfördes 1890 från denna socken till Ängsö socken i Västmanland (Wikipedia). Härad: Åker";"Södermanland";"parish";"socken";"59,4494";"16,87423";"7858";"16,95987";"16,77972";"59,501";"59,3833"
"17722";"Forssa";"Forsa";"Härad: Villåttinge";"Södermanland";"parish";"socken";"59,00738";"16,6988";"5017";"16,76243";"16,62707";"59,05231";"58,96645"
"17723";"Frustuna";"Gnesta";"1883 bildades i Frustuna landskommun Gnesta municipalsamhälle, Frustuna socken uppgick 1955 i Gnesta köping. Härad: Daga. Här räknas Gensta köping som en del av Frustuna socken.";"Södermanland";"parish";"socken";"59,0117";"17,27013";"14528";"17,35467";"17,18681";"59,13947";"58,95086"
